Id,SalePrice
1461,116329.87000765951
1462,157241.82064764842
1463,180531.86468981794
1464,192498.73497092864
1465,192864.17120763985
1466,174403.79963699006
1467,176476.21335233617
1468,162799.49218428
1469,193494.3987366322
1470,120723.21011872683
1471,196254.99267064052
1472,99241.52482591679
1473,97561.65079485413
1474,147051.27579182148
1475,123501.94065255517
1476,349633.64973829745
1477,246773.0172237605
1478,276325.1237229457
1479,265656.78073370294
1480,500609.2980529855
1481,346433.64301383717
1482,208970.57751496116
1483,170587.21439671324
1484,166893.40997957793
1485,181850.8464394958
1486,198328.64572322625
1487,318579.9424564449
1488,234645.19877390368
1489,188675.09286518523
1490,210023.34358021384
1491,192300.1542421488
1492,98610.01939811671
1493,187183.45726666081
1494,294240.44673346565
1495,297575.5631319544
1496,227651.86944606126
1497,183430.42075849627
1498,161705.02655711083
1499,158259.79193984543
1500,150257.86843686586
1501,168969.2643256748
1502,149684.62714595615
1503,283949.5485021543
1504,240195.37495143825
1505,225032.23961294262
1506,179744.5972893605
1507,248167.3523221626
1508,202916.9399365129
1509,157333.9257056696
1510,145544.7840097705
1511,141564.99879492284
1512,165365.30808375753
1513,141385.6413102427
1514,170600.69277950187
1515,190729.1721381643
1516,152964.31618367461
1517,164507.3101528978
1518,135471.8636519961
1519,216514.9260956784
1520,130788.98883628043
1521,132118.01504979297
1522,168421.84878619862
1523,106954.42010354766
1524,114048.67480786289
1525,117052.7101648926
1526,120776.28147697545
1527,100657.37398470394
1528,141437.19830070017
1529,141186.20526120366
1530,172235.7909803695
1531,105202.49257456942
1532,91884.91626981327
1533,129925.89871360664
1534,119401.71660389061
1535,154259.60351065203
1536,105967.60113033286
1537,83450.97163372266
1538,167563.7624417894
1539,189589.31548379472
1540,105738.2791552729
1541,141868.50734451335
1542,140926.71405369046
1543,204492.6543434399
1544,79543.41593415652
1545,103309.46441183948
1546,122634.35640038108
1547,122977.41410601247
1548,116134.0882363813
1549,99037.21158051731
1550,130511.77278012599
1551,122543.28553062456
1552,133857.19383069748
1553,140281.90507685972
1554,118056.17024207581
1555,164189.65305497992
1556,111953.62653370871
1557,101104.21510772772
1558,103227.84756537089
1559,95404.71608522278
1560,125884.5186376557
1561,139816.7844006152
1562,129630.5215218905
1563,121280.30305127896
1564,147999.861092559
1565,146013.29565744573
1566,239556.0465281955
1567,85307.35097616146
1568,227850.3996247467
1569,138518.50854162965
1570,134544.50274093612
1571,121461.80833360394
1572,143938.84815054777
1573,243618.56546999572
1574,131269.7461771983
1575,226841.26061395762
1576,216292.57067550474
1577,177370.85109370758
1578,135664.22726759268
1579,142819.37071651072
1580,199324.92615510535
1581,145437.48962132348
1582,124888.22743595441
1583,315491.4391874013
1584,226807.52634355746
1585,140903.77309798927
1586,74659.21392485063
1587,102524.94410159017
1588,145588.36972530844
1589,99448.76401966895
1590,137110.0568034101
1591,93569.45410725125
1592,128291.40518249011
1593,122937.38247527817
1594,118007.2569681584
1595,120105.40101158977
1596,219026.6020172675
1597,177403.92641034035
1598,189973.39292986272
1599,175743.03298430354
1600,171218.31914687646
1601,61991.84923487849
1602,114695.23175333813
1603,73749.25585821722
1604,261124.57269200863
1605,245272.16657776322
1606,165722.77915663845
1607,168824.97604243289
1608,208206.30514772033
1609,180575.8402550526
1610,145555.23674252589
1611,135676.5802709448
1612,160691.85780172632
1613,163596.96472345915
1614,126315.44516497424
1615,83369.96413559555
1616,81994.0117094635
1617,92464.62969193421
1618,123352.39801837105
1619,127310.11889817941
1620,184092.94453854434
1621,138219.67612357475
1622,140022.68803508685
1623,280303.6917783738
1624,209693.71165815118
1625,128907.85361968985
1626,167339.2828535894
1627,190910.71145690404
1628,277325.5522393875
1629,177916.1648292956
1630,356715.61356060096
1631,220137.641484682
1632,244249.8414043276
1633,166655.17837155893
1634,183737.90422559832
1635,177365.76099309203
1636,156608.6886124133
1637,185311.34597404435
1638,206081.82415551378
1639,177926.6203838588
1640,255994.28855252528
1641,181747.33835649607
1642,216672.04776045342
1643,227217.9677727684
1644,225411.2181722389
1645,178931.21016746853
1646,163128.432822694
1647,169415.73999177414
1648,131308.05452779343
1649,133807.2480989057
1650,115034.2683480938
1651,117179.72622918607
1652,104466.20167321395
1653,99906.04254452203
1654,155522.48120855447
1655,151569.0177232424
1656,144819.55846366522
1657,157115.3478790945
1658,150442.7156832866
1659,134078.48741267074
1660,149056.7270960393
1661,427434.19981664326
1662,398711.09981160937
1663,359013.680163816
1664,527253.6820298252
1665,287971.8485369095
1666,330866.41925589554
1667,372987.3654557466
1668,316802.29252898286
1669,295280.84024699766
1670,340728.3238232616
1671,268236.69160518
1672,434606.7577990551
1673,293928.96099945036
1674,244836.5768544022
1675,185745.0777778566
1676,184361.5021570684
1677,216869.21060260152
1678,511487.341787736
1679,389279.67925862514
1680,327379.1509734568
1681,240611.84557376456
1682,316582.02752914117
1683,185186.1630172286
1684,179964.82590666862
1685,171773.58093631652
1686,172162.37298253435
1687,170472.7468930315
1688,194590.37893489466
1689,200339.37071165646
1690,195461.08188069728
1691,184463.45003563736
1692,262032.44948180186
1693,165966.8148268615
1694,183467.5414216312
1695,170375.35168221086
1696,277868.00968139246
1697,171079.37115843108
1698,362335.97852684883
1699,292150.65301335254
1700,250157.30179146974
1701,279669.97859071766
1702,242439.63052891882
1703,249576.78777864773
1704,279040.0275564417
1705,230954.04833330138
1706,411187.8621405099
1707,203399.91719048895
1708,193949.512298327
1709,274107.3442740659
1710,215502.42896272644
1711,254662.34462408462
1712,257088.3978175412
1713,255862.43214906252
1714,218164.83788907927
1715,205327.14014442207
1716,176553.14089757032
