Id,SalePrice
1461,119958.78
1462,145957.61
1463,175830.34
1464,186766.14
1465,191901.41
1466,165054.92
1467,177460.37
1468,157512.04
1469,179924.25
1470,117926.44
1471,180963.08
1472,85147.14
1473,89048.08
1474,139952.99
1475,104375.47
1476,379822.69
1477,246399.38
1478,299563.32
1479,295406.55
1480,459744.49
1481,302121.77
1482,206998.87
1483,173962.25
1484,171928.78
1485,191135.16
1486,183589.58
1487,278505.8
1488,212972.48
1489,184540.54
1490,223653.7
1491,186993.31
1492,98513.88
1493,174409.2
1494,285685.65
1495,278202.29
1496,224238.6
1497,160422.67
1498,147404.79
1499,161976.96
1500,151729.98
1501,160010.47
1502,156990.76
1503,263872.89
1504,239185.66
1505,215007.8
1506,190894.25
1507,230211.96
1508,209920.74
1509,153679.93
1510,140979.41
1511,136574.26
1512,160818.26
1513,136904.6
1514,145497.68
1515,162631.88
1516,142212.67
1517,148337.55
1518,136303.64
1519,207839.58
1520,125205.16
1521,130933.77
1522,152797.49
1523,99094.03
1524,110840.2
1525,116975.57
1526,112712.6
1527,100400.64
1528,130929.86
1529,128317.32
1530,162181.39
1531,118375.1
1532,88996.95
1533,133581.72
1534,119287.8
1535,139047.1
1536,118776.7
1537,89981.51
1538,152997.02
1539,180915.43
1540,123157.2
1541,140291.86
1542,127760.54
1543,173448.01
1544,85624.58
1545,102313.02
1546,115407.92
1547,113921.85
1548,110504.69
1549,115896.72
1550,120152.83
1551,115190.64
1552,116253.64
1553,120024.27
1554,107560.66
1555,164720.99
1556,100857.38
1557,103878.01
1558,110916.72
1559,99015.11
1560,120923.44
1561,135733.27
1562,119735.42
1563,110614.01
1564,147913.22
1565,135578.74
1566,201367.21
1567,89241.74
1568,233940.47
1569,151248.98
1570,134490.1
1571,110322.3
1572,134751.39
1573,191773.51
1574,112970.82
1575,192842.38
1576,234027.04
1577,188571.32
1578,150064.42
1579,138667.6
1580,195859.45
1581,143507.27
1582,120779.29
1583,272615.24
1584,211649.47
1585,144241.73
1586,65181.21
1587,94187.77
1588,135695.76
1589,101676.75
1590,117857.86
1591,80649.41
1592,137821.21
1593,106517.73
1594,97181.51
1595,102110.38
1596,203129.25
1597,173790.78
1598,188161.93
1599,167530.96
1600,169498.37
1601,65468.64
1602,112491.03
1603,85473.42
1604,241062.33
1605,237945.7
1606,152429.04
1607,166240.14
1608,229384.43
1609,186655.99
1610,150459.43
1611,145991.68
1612,166628.26
1613,150238.09
1614,113545.97
1615,74704.6
1616,68524.34
1617,86584.94
1618,101871.05
1619,129891.39
1620,187239.49
1621,128908.73
1622,149246.45
1623,229365.56
1624,214812.28
1625,126212.24
1626,167072.6
1627,188508.13
1628,260302.32
1629,171677.24
1630,306968.92
1631,209516.67
1632,228817.12
1633,171283.41
1634,190117.36
1635,182047.74
1636,144916.2
1637,177260.15
1638,192231.11
1639,174200.84
1640,222600.64
1641,174572.14
1642,236685.1
1643,218169.61
1644,224229.24
1645,181638.06
1646,156725.87
1647,162993.24
1648,117331.43
1649,130596.03
1650,112109.9
1651,112524.91
1652,92012.91
1653,92219.51
1654,140222.64
1655,134868.87
1656,138879.15
1657,141663.14
1658,148601.57
1659,115296.44
1660,142219.75
1661,448272.96
1662,374948.82
1663,371207.76
1664,472193.68
1665,300299.68
1666,323439.23
1667,364239.36
1668,340935.15
1669,313207.44
1670,363394.57
1671,268009.5
1672,422710.07
1673,290624.89
1674,226464.54
1675,190158.75
1676,195406.08
1677,222773.86
1678,473203.91
1679,366149.67
1680,323595.83
1681,236961.06
1682,302273.8
1683,176775.04
1684,179853.19
1685,173408.42
1686,172557.8
1687,165822.54
1688,184934.95
1689,187173.88
1690,206977.4
1691,196046.77
1692,256194.26
1693,176280.21
1694,179495.46
1695,149653.03
1696,244004.36
1697,151147.08
1698,315982.76
1699,289999.84
1700,252304.7
1701,279378.54
1702,239746.81
1703,231646.5
1704,267833.85
1705,244713.15
1706,401311.11
1707,215178.32
1708,193473.35
1709,260472.43
1710,219684.8
1711,279186.39
1712,237548.5
1713,268697.79
1714,220022.44
1715,208694.25
1716,164590.72
1717,173895.82
1718,116196.03
1719,194439.64
1720,220651.91
1721,160743.05
1722,113977.94
1723,162713.07
1724,191508.99
1725,222754.33
1726,175505.33
1727,147920.11
1728,185036.8
1729,156294.37
1730,127587.02
1731,119133.68
1732,124750.71
1733,114394.78
1734,116833.37
1735,132044.47
1736,109898.49
1737,274157.36
1738,235083.74
1739,231847.89
1740,193366.32
1741,186561.54
1742,156578.28
1743,173024.45
1744,288912.26
1745,209931.68
1746,178443.23
1747,204649.43
1748,185581.08
1749,155994.31
1750,138547.52
1751,215393.62
1752,114286.69
1753,125890.08
1754,186361.79
1755,166092.86
1756,110603.36
1757,103832.18
1758,140317.18
1759,156835.6
1760,155975.41
1761,138120.71
1762,158559.77
1763,158815.6
1764,117732.19
1765,161963.25
1766,169967.38
1767,183597.23
1768,130394.8
1769,148078.02
1770,150310.4
1771,117792.3
1772,131085.6
1773,122058.57
1774,137869.49
1775,125283.98
1776,113922.85
1777,106664.99
1778,127968.07
1779,99276.47
1780,160398.47
1781,120853.19
1782,81460.9
1783,132740.24
1784,105672.79
1785,111219.01
1786,128383.09
1787,146035.45
1788,73585.67
1789,99498.01
1790,83958.75
1791,195807.01
1792,140608.5
1793,151248.01
1794,145760.87
1795,122436.21
1796,119808.02
1797,122303.87
1798,107412.24
1799,98493.85
1800,120769.51
1801,115336.57
1802,124400.06
1803,138725.51
1804,131998.38
1805,130346.32
1806,116220.28
1807,163229.68
1808,117946.86
1809,107742.99
1810,119786.54
1811,109493.12
1812,97299.33
1813,113202.88
1814,87658.38
1815,64474.25
1816,96219.36
1817,125959.04
1818,152383.57
1819,126102.3
1820,74887
1821,103060.93
1822,139337.4
1823,70866
1824,112947.84
1825,116981.72
1826,111669.65
1827,99943.83
1828,120758.64
1829,130219.31
1830,137958.48
1831,140736.38
1832,118271.87
1833,141857.88
1834,123798.24
1835,141907.17
1836,108868.81
1837,87419.15
1838,125079.92
1839,98875.71
1840,128227.41
1841,133148.73
1842,103756.94
1843,137086.97
1844,129784.43
1845,131543.75
1846,134904.89
1847,145387.07
1848,66419.01
1849,94003.09
1850,113016.62
1851,127815.35
1852,114797.89
1853,130617.78
1854,165078.56
1855,148486.63
1856,225964.13
1857,140179.65
1858,121050.25
1859,110164.96
1860,152851.04
1861,109930.45
1862,288719.36
1863,281151.66
1864,281167.18
1865,341728.96
1866,327743.8
1867,208782.86
1868,274127.12
1869,204046.68
1870,227284.18
1871,250255.77
1872,177443.58
1873,237851.79
1874,134987.2
1875,195799.67
1876,186711.09
1877,192929.47
1878,196153.84
1879,127976.4
1880,126340
1881,237168.69
1882,220085.74
1883,176018.2
1884,187968.58
1885,227346.94
1886,265079.61
1887,206272.73
1888,250317.34
1889,161158.26
1890,134016.52
1891,129445.79
1892,95194.82
1893,129510.25
1894,110830.48
1895,124791.05
1896,108082.34
1897,124591.35
1898,107669.78
1899,133425.69
1900,121753.42
1901,144178.37
1902,136556.33
1903,203941.38
1904,128958.49
1905,178715.69
1906,178440.76
1907,184663.35
1908,102044.03
1909,138643.02
1910,117302.99
1911,178468.95
1912,271271.54
1913,149428.08
1914,75808.57
1915,274076.04
1916,67632.66
1917,226650.67
1918,129522.04
1919,156783.22
1920,143257.13
1921,401451.12
1922,340019.43
1923,205156.89
1924,250055.82
1925,216071.39
1926,377513.29
1927,125913.27
1928,155606.8
1929,108723.37
1930,131281.63
1931,130734.66
1932,126105.63
1933,156398.07
1934,180388.41
1935,163046.36
1936,184389.83
1937,176464.61
1938,174874.82
1939,233335.58
1940,180524.42
1941,169694.63
1942,182676.24
1943,208668.67
1944,352120.86
1945,355735.16
1946,155008.05
1947,298910.34
1948,162059.44
1949,223303.29
1950,186780.43
1951,234541.9
1952,213486.86
1953,178813.19
1954,174824.78
1955,128466.52
1956,281858.58
1957,142684.39
1958,278454.07
1959,141120.57
1960,100135.3
1961,117148.92
1962,92587.43
1963,93718.03
1964,95544.2
1965,140198.12
1966,131709.78
1967,298850.7
1968,383651.21
1969,374545.62
1970,406062.02
1971,467375.5
1972,387967.76
1973,289745.2
1974,337298.55
1975,433956.24
1976,277795.94
1977,353644.42
1978,312855.06
1979,326944.27
1980,209101.75
1981,344892.69
1982,224434.45
1983,206062.91
1984,171954.2
1985,204100.37
1986,204637.03
1987,173078.24
1988,178550.54
1989,184519.41
1990,194778.38
1991,221637.55
1992,209769.75
1993,167744.68
1994,214227.28
1995,174386.93
1996,242200.8
1997,293518.59
1998,296955.12
1999,300916.63
2000,267720.8
2001,276979.75
2002,243799.43
2003,244448.34
2004,291091.97
2005,236126.83
2006,221101.72
2007,233730.39
2008,217722.02
2009,194057.86
2010,190166.11
2011,136116.35
2012,175935.81
2013,173549.73
2014,187947.93
2015,191217.96
2016,192639.01
2017,200313.61
2018,122295.81
2019,126708.06
2020,106711.67
2021,100559.33
2022,177110.34
2023,139484.07
2024,247629.88
2025,347686.41
2026,177636.85
2027,158114.39
2028,151427.36
2029,156078.38
2030,245476.97
2031,221222.45
2032,246571.88
2033,237860.55
2034,166250.98
2035,208646.02
2036,197869.73
2037,191471.32
2038,307744.4
2039,187769.66
2040,301386.68
2041,284067.36
2042,187448.34
2043,171973.77
2044,177051.33
2045,197487.56
2046,128816.62
2047,132908.15
2048,130231.76
2049,146305.67
2050,172924.44
2051,92011.17
2052,114788.48
2053,141767.24
2054,91720.89
2055,151231.21
2056,137995.64
2057,114556.09
2058,199370.66
2059,128969.85
2060,163366.6
2061,156555.26
2062,124801.35
2063,108361.9
2064,130196.53
2065,114482.81
2066,150369.79
2067,116829.56
2068,142061.76
2069,72085.48
2070,98460.55
2071,88927.57
2072,148161.12
2073,134536.27
2074,166211.1
2075,138678.87
2076,114368.79
2077,138808
2078,117731.31
2079,133342.87
2080,103230.33
2081,122907.03
2082,123739.15
2083,128056.18
2084,95440.4
2085,102251.1
2086,132124.7
2087,112891.82
2088,112761.88
2089,86250.73
2090,125272.96
2091,103858.51
2092,123848.72
2093,135884.69
2094,109484.39
2095,145294.18
2096,88279.09
2097,95135.95
2098,129860.28
2099,65702.72
2100,94670.55
2101,139777.47
2102,125236.02
2103,102448.53
2104,153387.36
2105,112836.59
2106,88563.05
2107,172252.27
2108,113189.24
2109,97086.02
2110,119974.11
2111,140448.36
2112,124304.78
2113,114325.38
2114,110382.11
2115,134755.71
2116,106065.06
2117,136103.2
2118,121964.69
2119,104114.75
2120,120233.54
2121,95131.95
2122,105658.42
2123,80736.2
2124,150662.35
2125,138010.68
2126,152372.48
2127,156348.79
2128,117921.39
2129,95703.45
2130,112243.55
2131,126657.45
2132,115277.54
2133,107245.71
2134,122923.22
2135,93530.09
2136,88573.68
2137,113241.53
2138,135183.73
2139,142343.41
2140,139048.49
2141,137080.86
2142,123502.36
2143,134577.43
2144,126995.34
2145,141694.92
2146,143934.73
2147,160468.44
2148,142298.68
2149,136654.14
2150,205777.12
2151,106903.41
2152,133776.68
2153,139215.61
2154,94312.9
2155,123977.18
2156,236576.19
2157,220233.31
2158,217386.19
2159,202112.19
2160,175379.16
2161,222623.65
2162,344844.98
2163,364956.8
2164,230899.83
2165,180678.11
2166,138492.53
2167,200151.09
2168,192967.65
2169,189769.51
2170,217792.51
2171,144522.96
2172,131335.45
2173,156582.11
2174,207088.47
2175,278465.42
2176,263137.37
2177,206390.3
2178,206327.53
2179,136342.79
2180,225357.67
2181,187954.97
2182,211770.74
2183,195841.9
2184,110048.81
2185,118846.23
2186,132861.39
2187,141002.43
2188,138060.44
2189,179999.91
2190,70620.14
2191,69780.72
2192,80204.73
2193,101906.82
2194,84523.35
2195,109190.95
2196,101228.12
2197,122069.93
2198,138255.88
2199,179966.67
2200,136239.6
2201,131792.6
2202,182054.42
2203,143663.81
2204,161912.96
2205,117926.25
2206,141780.23
2207,198076.76
2208,226976.18
2209,176391.03
2210,112998.88
2211,109147.52
2212,106596.11
2213,90463.71
2214,130898.57
2215,93793.45
2216,136636.69
2217,74299.12
2218,88087.72
2219,85662.6
2220,95414.11
2221,280174.81
2222,242162.64
2223,274535.32
2224,193320.46
2225,118127.18
2226,158181.73
2227,199191.37
2228,293238.2
2229,268363.74
2230,146371.8
2231,219366.7
2232,171695.89
2233,189284.89
2234,255520.95
2235,219105.3
2236,273453.91
2237,320574.33
2238,217758.32
2239,106870.45
2240,148441.69
2241,144630.63
2242,113380.78
2243,116159.25
2244,97599.04
2245,90020.5
2246,137850.24
2247,95894.93
2248,108409.49
2249,116471.64
2250,119590.97
2251,118895.36
2252,162689.83
2253,146321.21
2254,165851.66
2255,195762.26
2256,175888.28
2257,186310.96
2258,158297.73
2259,162000.48
2260,161436.93
2261,186650.68
2262,193063.19
2263,376946.69
2264,408216.83
2265,181364.47
2266,291453.17
2267,315828.06
2268,420750.75
2269,154358.43
2270,184208.11
2271,219090.78
2272,215458.13
2273,167574.72
2274,174586.98
2275,179770.52
2276,184937.57
2277,184361.56
2278,140818.71
2279,128765.42
2280,105600.17
2281,151010.09
2282,174402.87
2283,95159.05
2284,103073.16
2285,128255.01
2286,113345.48
2287,374318.57
2288,264839.29
2289,337395.09
2290,434036.9
2291,325028.73
2292,414125.56
2293,437673.85
2294,357365.62
2295,459662.34
2296,274236.73
2297,348471.51
2298,334997.85
2299,330369.65
2300,315443.69
2301,331500.22
2302,255566.7
2303,249507.29
2304,254456.45
2305,191597.48
2306,189499.99
2307,200848.06
2308,215649.93
2309,280798.03
2310,211003.06
2311,203229.4
2312,181556.87
2313,169089.64
2314,172479.8
2315,171033.99
2316,177609.55
2317,196090.44
2318,179442.5
2319,182867.08
2320,169643.14
2321,223570.08
2322,178859.82
2323,187042.23
2324,199974.72
2325,195643.23
2326,174534.01
2327,186239.49
2328,209661.21
2329,185957.17
2330,168896.53
2331,339849.97
2332,363279.32
2333,315671.45
2334,229307.67
2335,281931.53
2336,290851.55
2337,186296.5
2338,255931.91
2339,226901.67
2340,400301.08
2341,215091.78
2342,232350.83
2343,230077.69
2344,206780.99
2345,226361.79
2346,216784.59
2347,193086.22
2348,251832.4
